plot_name,rgb_exists,lidar_exists,lidar_type,hyperspectral_exists,chm_exists,annotation_exists,rgb_size_mb
ABBY_064_2018,True,True,.laz,False,True,False,0.56
ABBY_064_2019,True,True,.laz,False,True,False,0.56
ABBY_065_2018,True,True,.laz,False,True,False,0.52
ABBY_065_2019,True,True,.laz,False,True,False,0.56
ABBY_068_2019,True,True,.laz,False,True,False,0.55
ABBY_069_2018,True,True,.laz,False,True,False,0.57
ABBY_069_2019,True,True,.laz,False,True,False,0.55
ABBY_070_2018,True,True,.laz,False,True,False,0.55
ABBY_070_2019,True,True,.laz,False,True,False,0.56
ABBY_073_2018,True,True,.laz,False,True,False,0.55
ABBY_073_2019,True,True,.laz,False,True,False,0.56
ABBY_074_2018,True,True,.laz,False,True,False,0.56
ABBY_074_2019,True,True,.laz,False,True,False,0.56
ABBY_075_2018,True,True,.laz,False,True,False,0.56
ABBY_075_2019,True,True,.laz,False,True,False,0.56
ABBY_076_2018,True,True,.laz,False,True,False,0.57
ABBY_076_2019,True,True,.laz,False,True,True,0.56
BART_001_2018,True,True,.laz,False,True,False,0.57
BART_001_2019,True,True,.laz,False,True,False,0.58
BART_002_2018,True,True,.laz,False,True,False,0.59
BART_002_2019,True,True,.laz,False,True,False,0.59
BART_003_2018,True,True,.laz,False,True,False,0.58
BART_003_2019,True,True,.laz,False,True,False,0.58
BART_004_2018,True,True,.laz,False,True,False,0.55
BART_004_2019,True,True,.laz,False,True,False,0.58
BART_005_2018,True,True,.laz,False,True,False,0.56
BART_005_2019,True,True,.laz,False,True,False,0.57
BART_006_2018,True,True,.laz,False,True,False,0.57
BART_006_2019,True,True,.laz,False,True,False,0.58
BART_007_2018,True,True,.laz,False,True,False,0.57
BART_007_2019,True,True,.laz,False,True,False,0.58
BART_010_2018,True,True,.laz,False,True,False,0.57
BART_010_2019,True,True,.laz,False,True,False,0.58
BART_012_2018,True,True,.laz,False,True,False,0.56
BART_012_2019,True,True,.laz,False,True,False,0.58
BART_013_2019,True,True,.laz,False,True,False,0.59
BART_015_2018,True,True,.laz,False,True,False,0.58
BART_015_2019,True,True,.laz,False,True,False,0.58
BART_016_2019,True,True,.laz,False,True,False,0.58
BART_018_2018,True,True,.laz,False,True,False,0.58
BART_018_2019,True,True,.laz,False,True,False,0.58
BART_019_2019,True,True,.laz,False,True,False,0.58
BART_023_2018,True,True,.laz,False,True,False,0.57
BART_023_2019,True,True,.laz,False,True,False,0.57
BART_024_2018,True,True,.laz,False,True,False,0.56
BART_024_2019,True,True,.laz,False,True,False,0.56
BART_025_2018,True,True,.laz,False,True,False,0.57
BART_025_2019,True,True,.laz,False,True,False,0.58
BART_026_2018,True,True,.laz,False,True,False,0.55
BART_026_2019,True,True,.laz,False,True,False,0.58
BART_027_2018,True,True,.laz,False,True,False,0.57
BART_027_2019,True,True,.laz,False,True,False,0.57
BART_028_2018,True,True,.laz,False,True,False,0.56
BART_028_2019,True,True,.laz,False,True,False,0.57
BART_029_2019,True,True,.laz,False,True,False,0.57
BART_030_2018,True,True,.laz,False,True,False,0.56
BART_030_2019,True,True,.laz,False,True,False,0.57
BART_031_2019,True,True,.laz,False,True,False,0.57
BART_032_2018,True,True,.laz,False,True,False,0.56
BART_032_2019,True,True,.laz,False,True,False,0.58
BART_033_2018,True,True,.laz,False,True,False,0.58
BART_033_2019,True,True,.laz,False,True,False,0.59
BART_034_2018,True,True,.laz,False,True,False,0.56
BART_034_2019,True,True,.laz,False,True,False,0.58
BART_036_2018,True,True,.laz,False,True,False,0.57
BART_036_2019,True,True,.laz,False,True,True,0.59
BART_037_2018,True,True,.laz,False,True,False,0.58
BART_037_2019,True,True,.laz,False,True,False,0.59
BART_039_2018,True,True,.laz,False,True,False,0.57
BART_039_2019,True,True,.laz,False,True,False,0.58
BART_040_2018,True,True,.laz,False,True,False,0.58
BART_040_2019,True,True,.laz,False,True,False,0.58
BART_041_2018,True,True,.laz,False,True,False,0.56
BART_041_2019,True,True,.laz,False,True,False,0.58
BART_042_2018,True,True,.laz,False,True,False,0.56
BART_042_2019,True,True,.laz,False,True,False,0.58
BART_044_2019,True,True,.laz,False,True,False,0.58
BART_046_2019,True,True,.laz,False,True,False,0.59
BART_047_2018,True,True,.laz,False,True,False,0.58
BART_047_2019,True,True,.laz,False,True,False,0.58
BART_050_2018,True,True,.laz,False,True,False,0.56
BART_050_2019,True,True,.laz,False,True,True,0.58
BART_051_2018,True,True,.laz,False,True,False,0.57
BART_051_2019,True,True,.laz,False,True,False,0.58
BART_062_2018,True,True,.laz,False,True,False,0.58
BART_062_2019,True,True,.laz,False,True,False,0.59
BART_066_2018,True,True,.laz,False,True,False,0.57
BART_066_2019,True,True,.laz,False,True,False,0.58
BART_070_2018,True,True,.laz,False,True,False,0.57
BART_070_2019,True,True,.laz,False,True,False,0.58
BART_071_2018,True,True,.laz,False,True,False,0.58
BART_071_2019,True,True,.laz,False,True,False,0.58
BART_072_2018,True,True,.laz,False,True,False,0.56
BART_072_2019,True,True,.laz,False,True,False,0.58
BART_073_2018,True,True,.laz,False,True,False,0.58
BART_073_2019,True,True,.laz,False,True,False,0.59
BART_074_2019,True,True,.laz,False,True,False,0.58
BART_079_2019,True,True,.laz,False,True,False,0.59
BART_080_2018,True,True,.laz,False,True,False,0.59
BART_080_2019,True,True,.laz,False,True,False,0.59
BART_081_2018,True,True,.laz,False,True,False,0.58
BART_081_2019,True,True,.laz,False,True,False,0.58
BLAN_001_2019,True,True,.laz,False,True,False,0.52
BLAN_004_2019,True,True,.laz,False,True,False,0.48
BLAN_005_2019,True,True,.laz,False,True,True,0.54
BLAN_007_2019,True,True,.laz,False,True,False,0.56
BLAN_009_2019,True,True,.laz,False,True,True,0.52
BLAN_011_2019,True,True,.laz,False,True,False,0.52
BLAN_012_2019,True,True,.laz,False,True,False,0.51
BLAN_013_2019,True,True,.laz,False,True,False,0.56
BLAN_015_2019,True,True,.laz,False,True,False,0.55
BLAN_018_2019,True,True,.laz,False,True,False,0.54
BLAN_032_2019,True,True,.laz,False,True,False,0.5
BONA_002_2018,True,True,.laz,False,True,False,0.54
BONA_002_2019,True,True,.laz,False,True,False,0.54
BONA_003_2018,True,True,.laz,False,True,False,0.53
BONA_003_2019,True,True,.laz,False,True,False,0.53
BONA_004_2018,True,True,.laz,False,True,False,0.54
BONA_004_2019,True,True,.laz,False,True,False,0.57
BONA_005_2018,True,True,.laz,False,True,False,0.58
BONA_005_2019,True,True,.laz,False,True,True,0.58
BONA_006_2018,True,True,.laz,False,True,False,0.54
BONA_006_2019,True,True,.laz,False,True,False,0.55
BONA_007_2018,True,True,.laz,False,True,False,0.55
BONA_007_2019,True,True,.laz,False,True,False,0.55
BONA_008_2018,True,True,.laz,False,True,False,0.55
BONA_008_2019,True,True,.laz,False,True,False,0.55
BONA_009_2018,True,True,.laz,False,True,False,0.55
BONA_009_2019,True,True,.laz,False,True,False,0.55
BONA_010_2019,True,True,.laz,False,True,False,0.51
BONA_011_2018,True,True,.laz,False,True,False,0.52
BONA_011_2019,True,True,.laz,False,True,False,0.52
BONA_012_2018,True,True,.laz,False,True,False,0.55
BONA_012_2019,True,True,.laz,False,True,True,0.55
BONA_013_2018,True,True,.laz,False,True,False,0.55
BONA_013_2019,True,True,.laz,False,True,False,0.57
BONA_014_2018,True,True,.laz,False,True,False,0.51
BONA_014_2019,True,True,.laz,False,True,True,0.51
BONA_015_2018,True,True,.laz,False,True,False,0.56
BONA_015_2019,True,True,.laz,False,True,False,0.56
BONA_016_2019,True,True,.laz,False,True,False,0.56
BONA_017_2018,True,True,.laz,False,True,False,0.57
BONA_017_2019,True,True,.laz,False,True,False,0.58
BONA_018_2018,True,True,.laz,False,True,False,0.53
BONA_018_2019,True,True,.laz,False,True,True,0.53
BONA_019_2018,True,True,.laz,False,True,False,0.53
BONA_019_2019,True,True,.laz,False,True,False,0.56
BONA_020_2018,True,True,.laz,False,True,False,0.55
BONA_020_2019,True,True,.laz,False,True,False,0.57
BONA_021_2018,True,True,.laz,False,True,False,0.52
BONA_021_2019,True,True,.laz,False,True,False,0.52
BONA_023_2018,True,True,.laz,False,True,False,0.55
BONA_023_2019,True,True,.laz,False,True,False,0.55
BONA_024_2018,True,True,.laz,False,True,False,0.55
BONA_024_2019,True,True,.laz,False,True,False,0.58
BONA_025_2019,True,True,.laz,False,True,False,0.56
BONA_027_2018,True,True,.laz,False,True,False,0.53
BONA_027_2019,True,True,.laz,False,True,False,0.53
BONA_028_2018,True,True,.laz,False,True,False,0.5
BONA_028_2019,True,True,.laz,False,True,False,0.54
BONA_029_2018,True,True,.laz,False,True,False,0.5
BONA_029_2019,True,True,.laz,False,True,False,0.55
BONA_030_2019,True,True,.laz,False,True,False,0.55
BONA_070_2018,True,True,.laz,False,True,False,0.52
BONA_070_2019,True,True,.laz,False,True,False,0.55
BONA_071_2019,True,True,.laz,False,True,False,0.55
BONA_072_2018,True,True,.laz,False,True,False,0.55
BONA_072_2019,True,True,.laz,False,True,False,0.57
BONA_074_2019,True,True,.laz,False,True,False,0.53
BONA_075_2018,True,True,.laz,False,True,False,0.54
BONA_075_2019,True,True,.laz,False,True,False,0.56
BONA_076_2018,True,True,.laz,False,True,False,0.54
BONA_076_2019,True,True,.laz,False,True,False,0.55
BONA_077_2019,True,True,.laz,False,True,False,0.55
BONA_079_2018,True,True,.laz,False,True,False,0.55
BONA_079_2019,True,True,.laz,False,True,False,0.56
BONA_081_2018,True,True,.laz,False,True,False,0.53
BONA_081_2019,True,True,.laz,False,True,False,0.55
BONA_083_2018,True,True,.laz,False,True,False,0.52
BONA_083_2019,True,True,.laz,False,True,False,0.54
BONA_084_2019,True,True,.laz,False,True,False,0.56
BONA_087_2018,True,True,.laz,False,True,False,0.55
BONA_087_2019,True,True,.laz,False,True,False,0.56
BONA_088_2018,True,True,.laz,False,True,False,0.55
BONA_088_2019,True,True,.laz,False,True,False,0.57
BONA_089_2018,True,True,.laz,False,True,False,0.53
BONA_089_2019,True,True,.laz,False,True,False,0.56
BONA_093_2019,True,True,.laz,False,True,False,0.54
CLBJ_001_2018,True,True,.laz,False,True,False,0.52
CLBJ_001_2019,True,True,.laz,False,True,False,0.55
CLBJ_006_2018,True,True,.laz,False,True,False,0.53
CLBJ_006_2019,True,True,.laz,False,True,False,0.57
CLBJ_031_2018,True,True,.laz,False,True,False,0.47
CLBJ_031_2019,True,True,.laz,False,True,False,0.53
CLBJ_032_2018,True,True,.laz,False,True,False,0.49
CLBJ_032_2019,True,True,.laz,False,True,False,0.56
CLBJ_033_2018,True,True,.laz,False,True,False,0.54
CLBJ_033_2019,True,True,.laz,False,True,False,0.59
CLBJ_034_2018,True,True,.laz,False,True,False,0.53
CLBJ_034_2019,True,True,.laz,False,True,False,0.53
CLBJ_035_2018,True,True,.laz,False,True,False,0.46
CLBJ_035_2019,True,True,.laz,False,True,False,0.53
CLBJ_036_2018,True,True,.laz,False,True,False,0.49
CLBJ_036_2019,True,True,.laz,False,True,False,0.57
CLBJ_037_2018,True,False,,False,True,False,0.52
CLBJ_037_2019,True,True,.laz,False,True,False,0.52
CLBJ_038_2018,True,False,,False,True,False,0.58
CLBJ_038_2019,True,True,.laz,False,True,False,0.58
CLBJ_039_2018,True,True,.laz,False,True,False,0.51
CLBJ_039_2019,True,True,.laz,False,True,False,0.55
CLBJ_040_2018,True,True,.laz,False,True,True,0.55
CLBJ_040_2019,True,True,.laz,False,True,False,0.59
CLBJ_041_2018,True,True,.laz,False,True,False,0.44
CLBJ_041_2019,True,True,.laz,False,True,False,0.55
CLBJ_042_2018,True,True,.laz,False,True,True,0.56
CLBJ_042_2019,True,True,.laz,False,True,False,0.57
CLBJ_043_2018,True,True,.laz,False,True,False,0.56
CLBJ_043_2019,True,True,.laz,False,True,False,0.57
CLBJ_044_2018,True,True,.laz,False,True,False,0.44
CLBJ_044_2019,True,True,.laz,False,True,False,0.54
CLBJ_045_2018,True,False,,False,True,False,0.57
CLBJ_045_2019,True,True,.laz,False,True,False,0.57
CLBJ_046_2018,True,True,.laz,False,True,False,0.56
CLBJ_046_2019,True,True,.laz,False,True,False,0.59
CLBJ_047_2018,True,True,.laz,False,True,False,0.49
CLBJ_047_2019,True,True,.laz,False,True,False,0.51
CLBJ_048_2018,True,False,,False,True,False,0.49
CLBJ_048_2019,True,True,.laz,False,True,False,0.49
CLBJ_049_2018,True,True,.laz,False,True,False,0.54
CLBJ_049_2019,True,True,.laz,False,True,False,0.57
CLBJ_050_2018,True,True,.laz,False,True,False,0.54
CLBJ_050_2019,True,True,.laz,False,True,False,0.54
CLBJ_051_2018,True,True,.laz,False,True,False,0.56
CLBJ_051_2019,True,True,.laz,False,True,False,0.58
CLBJ_052_2018,True,True,.laz,False,True,False,0.56
CLBJ_052_2019,True,True,.laz,False,True,False,0.58
CLBJ_053_2018,True,True,.laz,False,True,False,0.57
CLBJ_053_2019,True,True,.laz,False,True,False,0.57
CLBJ_054_2018,True,True,.laz,False,True,False,0.57
CLBJ_055_2018,True,False,,False,True,False,0.53
CLBJ_055_2019,True,True,.laz,False,True,False,0.53
CLBJ_056_2018,True,True,.laz,False,True,False,0.57
CLBJ_056_2019,True,True,.laz,False,True,False,0.57
CLBJ_057_2018,True,True,.laz,False,True,False,0.58
CLBJ_057_2019,True,True,.laz,False,True,False,0.58
CLBJ_058_2018,True,True,.laz,False,True,False,0.56
CLBJ_058_2019,True,True,.laz,False,True,False,0.56
CLBJ_059_2018,True,False,,False,True,False,0.52
CLBJ_059_2019,True,True,.laz,False,True,False,0.52
CLBJ_060_2018,True,True,.laz,False,True,False,0.56
CLBJ_060_2019,True,True,.laz,False,True,False,0.56
DEJU_001_2019,True,True,.laz,False,True,False,0.57
DEJU_002_2019,True,True,.laz,False,True,False,0.57
DEJU_003_2019,True,True,.laz,False,True,False,0.58
DEJU_004_2019,True,True,.laz,False,True,False,0.57
DEJU_005_2018,True,True,.laz,False,True,False,0.55
DEJU_005_2019,True,True,.laz,False,True,False,0.56
DEJU_006_2018,True,True,.laz,False,True,False,0.57
DEJU_006_2019,True,True,.laz,False,True,False,0.58
DEJU_007_2018,True,True,.laz,False,True,False,0.56
DEJU_007_2019,True,True,.laz,False,True,False,0.57
DEJU_008_2019,True,True,.laz,False,True,False,0.55
DEJU_009_2018,True,True,.laz,False,True,False,0.58
DEJU_009_2019,True,True,.laz,False,True,False,0.58
DEJU_010_2018,True,True,.laz,False,True,False,0.57
DEJU_010_2019,True,True,.laz,False,True,False,0.58
DEJU_011_2019,True,True,.laz,False,True,False,0.58
DEJU_012_2018,True,True,.laz,False,True,False,0.56
DEJU_012_2019,True,True,.laz,False,True,False,0.58
DEJU_014_2018,True,True,.laz,False,True,False,0.58
DEJU_014_2019,True,True,.laz,False,True,False,0.56
DEJU_015_2018,True,True,.laz,False,True,False,0.57
DEJU_015_2019,True,True,.laz,False,True,False,0.58
DEJU_016_2018,True,True,.laz,False,True,False,0.58
DEJU_016_2019,True,True,.laz,False,True,False,0.58
DEJU_017_2018,True,True,.laz,False,True,False,0.57
DEJU_017_2019,True,True,.laz,False,True,False,0.58
DEJU_018_2018,True,True,.laz,False,True,False,0.58
DEJU_018_2019,True,True,.laz,False,True,False,0.58
DEJU_019_2018,True,True,.laz,False,True,False,0.58
DEJU_019_2019,True,True,.laz,False,True,False,0.58
DEJU_020_2018,True,True,.laz,False,True,False,0.58
DEJU_020_2019,True,True,.laz,False,True,False,0.57
DEJU_021_2018,True,True,.laz,False,True,False,0.58
DEJU_021_2019,True,True,.laz,False,True,False,0.58
DEJU_022_2019,True,True,.laz,False,True,False,0.56
DEJU_023_2018,True,True,.laz,False,True,False,0.58
DEJU_023_2019,True,True,.laz,False,True,False,0.58
DEJU_025_2018,True,True,.laz,False,True,False,0.58
DEJU_025_2019,True,True,.laz,False,True,False,0.58
DEJU_026_2018,True,True,.laz,False,True,False,0.56
DEJU_026_2019,True,True,.laz,False,True,False,0.55
DEJU_027_2018,True,True,.laz,False,True,False,0.57
DEJU_027_2019,True,True,.laz,False,True,False,0.58
DEJU_028_2018,True,True,.laz,False,True,False,0.57
DEJU_028_2019,True,True,.laz,False,True,False,0.58
DEJU_029_2018,True,True,.laz,False,True,False,0.56
DEJU_029_2019,True,True,.laz,False,True,False,0.57
DEJU_030_2019,True,True,.laz,False,True,False,0.57
DEJU_045_2018,True,True,.laz,False,True,False,0.57
DEJU_045_2019,True,True,.laz,False,True,False,0.58
DEJU_047_2018,True,True,.laz,False,True,False,0.57
DEJU_047_2019,True,True,.laz,False,True,False,0.57
DEJU_048_2018,True,True,.laz,False,True,False,0.58
DEJU_048_2019,True,True,.laz,False,True,False,0.57
DEJU_049_2018,True,True,.laz,False,True,False,0.58
DEJU_049_2019,True,True,.laz,False,True,False,0.58
DEJU_050_2018,True,True,.laz,False,True,False,0.57
DEJU_050_2019,True,True,.laz,False,True,False,0.58
DEJU_051_2018,True,True,.laz,False,True,False,0.58
DEJU_051_2019,True,True,.laz,False,True,False,0.58
DEJU_052_2018,True,True,.laz,False,True,False,0.58
DEJU_052_2019,True,True,.laz,False,True,False,0.58
DEJU_053_2018,True,True,.laz,False,True,False,0.58
DEJU_053_2019,True,True,.laz,False,True,False,0.58
DEJU_054_2018,True,True,.laz,False,True,False,0.57
DEJU_054_2019,True,True,.laz,False,True,False,0.57
DEJU_055_2018,True,True,.laz,False,True,False,0.58
DEJU_055_2019,True,True,.laz,False,True,False,0.58
DEJU_056_2018,True,True,.laz,False,True,False,0.57
DEJU_056_2019,True,True,.laz,False,True,False,0.58
DEJU_057_2018,True,True,.laz,False,True,False,0.57
DEJU_057_2019,True,True,.laz,False,True,False,0.58
DEJU_058_2018,True,True,.laz,False,True,False,0.58
DEJU_058_2019,True,True,.laz,False,True,False,0.58
DEJU_059_2018,True,True,.laz,False,True,False,0.58
DEJU_059_2019,True,True,.laz,False,True,False,0.59
DEJU_060_2018,True,True,.laz,False,True,False,0.58
DEJU_060_2019,True,True,.laz,False,True,False,0.58
DEJU_061_2018,True,True,.laz,False,True,False,0.58
DEJU_061_2019,True,True,.laz,False,True,False,0.58
DEJU_062_2018,True,True,.laz,False,True,False,0.58
DEJU_062_2019,True,True,.laz,False,True,False,0.58
DEJU_063_2018,True,True,.laz,False,True,False,0.58
DEJU_063_2019,True,True,.laz,False,True,False,0.58
DEJU_064_2018,True,True,.laz,False,True,False,0.58
DEJU_064_2019,True,True,.laz,False,True,False,0.58
DEJU_067_2019,True,True,.laz,False,True,False,0.53
DELA_001_2019,True,True,.laz,False,True,False,0.55
DELA_002_2019,True,True,.laz,False,True,False,0.57
DELA_003_2018,True,True,.laz,False,True,False,0.53
DELA_003_2019,True,True,.laz,False,True,False,0.56
DELA_004_2019,True,True,.laz,False,True,False,0.55
DELA_005_2019,True,True,.laz,False,True,False,0.57
DELA_006_2019,True,True,.laz,False,True,False,0.58
DELA_007_2018,True,True,.laz,False,True,False,0.56
DELA_007_2019,True,True,.laz,False,True,False,0.58
DELA_008_2018,True,True,.laz,False,True,False,0.55
DELA_008_2019,True,True,.laz,False,True,False,0.53
DELA_009_2019,True,True,.laz,False,True,False,0.56
DELA_010_2018,True,True,.laz,False,True,False,0.53
DELA_010_2019,True,True,.laz,False,True,False,0.52
DELA_011_2019,True,True,.laz,False,True,False,0.57
DELA_012_2019,True,True,.laz,False,True,False,0.57
DELA_013_2019,True,True,.laz,False,True,False,0.54
DELA_014_2019,True,True,.laz,False,True,False,0.52
DELA_015_2019,True,True,.laz,False,True,True,0.56
DELA_016_2019,True,True,.laz,False,True,False,0.52
DELA_017_2019,True,True,.laz,False,True,False,0.52
DELA_018_2019,True,True,.laz,False,True,False,0.57
DELA_019_2019,True,True,.laz,False,True,False,0.56
DELA_020_2018,True,True,.laz,False,True,False,0.56
DELA_020_2019,True,True,.laz,False,True,False,0.57
DELA_021_2019,True,True,.laz,False,True,False,0.57
DELA_022_2019,True,True,.laz,False,True,False,0.55
DELA_023_2019,True,True,.laz,False,True,False,0.54
DELA_024_2019,True,True,.laz,False,True,False,0.52
DELA_025_2019,True,True,.laz,False,True,False,0.53
DELA_026_2019,True,True,.laz,False,True,False,0.54
DELA_027_2019,True,True,.laz,False,True,False,0.53
DELA_028_2019,True,True,.laz,False,True,False,0.53
DELA_029_2019,True,True,.laz,False,True,False,0.54
DELA_030_2019,True,True,.laz,False,True,False,0.54
DELA_037_2019,True,True,.laz,False,True,False,0.57
DELA_038_2019,True,True,.laz,False,True,False,0.53
DELA_039_2019,True,True,.laz,False,True,False,0.54
DELA_041_2019,True,True,.laz,False,True,False,0.55
DELA_042_2019,True,True,.laz,False,True,False,0.52
